host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy
f,2,t,Hennepin,Apartment,Entire home/apt,4,2,2,2,99,500,30,1125,4,f,flexible
t,3,f,Hennepin,Condominium,Entire home/apt,2,1,0,1,180,1000,31,1125,10,f,strict_14_with_grace_period
f,1,t,Ramsey,House,Private room,2,1,1,1,62,,2,30,35,f,flexible
f,2,f,Hennepin,House,Private room,2,1,1,1,92,250,1,1125,0,f,flexible
t,1,t,Hennepin,House,Entire home/apt,4,1,2,2,97,0,2,1125,145,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,65,,2,1125,8,t,flexible
f,1,t,Hennepin,House,Entire home/apt,3,2.5,3,3,90,1000,210,250,1,f,strict_14_with_grace_period
f,1,f,Dakota,Townhouse,Private room,2,1,1,1,45,0,1,90,37,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,2,4,3,350,,2,1125,2,f,flexible
t,1,t,Hennepin,Cottage,Entire home/apt,4,1,2,2,235,250,2,45,57,f,moderate
t,3,t,Hennepin,Cottage,Entire home/apt,4,1,2,2,105,,3,120,74,f,strict_14_with_grace_period
t,3,t,Ramsey,Apartment,Entire home/apt,4,1,1,2,84,400,1,1125,204,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,6,2,4,5,145,1000,7,1125,6,f,strict_14_with_grace_period
f,41,f,Hennepin,Apartment,Entire home/apt,10,1,4,6,219,400,2,365,26,f,moderate
t,1,f,Ramsey,House,Private room,1,1,1,1,79,,1,1125,45,f,moderate
t,1,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,80,0,2,10,36,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,2,3,2,2200,,4,1125,0,f,strict_14_with_grace_period
t,2,t,Chisago,Cabin,Entire home/apt,8,1,3,6,154,300,30,1124,59,t,strict_14_with_grace_period
t,3,f,Ramsey,House,Private room,2,1.5,1,1,50,200,2,1125,17,f,moderate
f,1,f,Hennepin,Townhouse,Private room,6,3.5,1,3,1000,,3,10,0,f,flexible
t,3,f,Ramsey,House,Private room,2,1.5,1,1,48,200,1,1125,26,f,moderate
f,3,t,Hennepin,Condominium,Entire home/apt,4,2,2,2,149,0,5,365,8,f,strict_14_with_grace_period
f,17,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,120,0,2,1125,27,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Private room,3,1,1,2,60,500,1,2,55,f,flexible
t,1,t,Ramsey,House,Private room,4,1,2,3,70,,1,1125,59,f,moderate
f,1,t,Ramsey,House,Entire home/apt,10,3,4,5,200,250,5,90,10,f,strict_14_with_grace_period
t,2,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,74,0,2,90,178,t,moderate
t,2,f,Hennepin,House,Private room,2,1,1,1,75,0,3,180,61,t,flexible
t,1,t,Hennepin,House,Private room,1,1,1,1,43,,7,45,28,f,moderate
f,1,t,Hennepin,House,Private room,2,1,1,1,60,,2,60,23,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Private room,2,1,1,2,79,0,2,14,73,f,moderate
t,2,f,Chisago,House,Private room,2,1,1,1,129,0,1,1125,8,f,moderate
t,3,t,Hennepin,House,Entire home/apt,4,1,1,1,80,200,1,1125,43,f,strict_14_with_grace_period
f,5,t,Hennepin,Other,Entire home/apt,3,1,1,2,75,300,3,1125,40,f,moderate
f,1,t,Hennepin,Townhouse,Entire home/apt,4,1,2,2,130,500,4,1125,36,f,flexible
f,2,t,Hennepin,House,Entire home/apt,6,2,4,5,350,600,2,30,9,f,strict_14_with_grace_period
f,1,t,St. Croix,Bungalow,Entire home/apt,2,1,1,1,114,500,3,1125,78,f,moderate
f,1,f,Washington,House,Entire home/apt,5,2.5,3,4,120,,1,1125,0,f,flexible
f,41,f,Hennepin,House,Entire home/apt,16,3,7,14,458,700,2,366,4,f,moderate
f,1,t,Sherburne,House,Private room,4,1.5,2,2,60,,1,30,37,f,flexible
t,1,t,Hennepin,House,Entire home/apt,13,4.5,7,7,990,1000,3,14,12,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Shared room,2,1,1,1,92,,1,1125,0,f,flexible
t,2,f,Hennepin,Apartment,Entire home/apt,4,1,1,1,95,200,3,1125,167,f,moderate
f,2,t,Anoka,Guest suite,Entire home/apt,3,1,1,1,70,200,3,1124,23,f,strict_14_with_grace_period
t,2,t,Ramsey,House,Private room,1,1.5,1,1,80,,1,1125,16,f,flexible
f,1,f,Ramsey,House,Private room,2,1,1,2,75,,1,1125,207,f,strict_14_with_grace_period
f,41,f,Hennepin,Apartment,Entire home/apt,8,1,3,4,139,300,2,366,6,f,moderate
f,2,t,Hennepin,House,Private room,4,1,2,2,65,100,1,1125,31,f,moderate
f,1,f,Ramsey,House,Entire home/apt,6,1.5,3,3,200,0,5,100,72,f,moderate
f,1,t,Hennepin,Townhouse,Entire home/apt,2,1,0,1,2500,,4,14,0,f,flexible
f,1,t,Hennepin,House,Entire home/apt,7,2.5,4,5,225,250,5,1125,6,t,moderate
f,1,f,Carver,House,Entire home/apt,6,3,3,3,800,500,4,7,0,t,flexible
t,1,t,Hennepin,Guest suite,Entire home/apt,2,1,0,1,85,0,2,14,76,t,moderate
t,1,t,Hennepin,Condominium,Entire home/apt,2,1,1,1,110,0,2,1125,45,t,moderate
f,1,t,Hennepin,Loft,Entire home/apt,2,1,1,1,57,300,60,1124,26,f,flexible
f,1,f,Hennepin,Apartment,Private room,1,1,1,1,900,,1,1125,0,f,flexible
f,1,t,Hennepin,Bungalow,Private room,2,1,1,1,37,500,2,21,73,t,moderate
f,1,t,Ramsey,House,Entire home/apt,3,1,2,1,75,,1,1125,2,f,flexible
t,1,t,Dakota,House,Private room,2,1,1,1,70,,1,1125,60,f,flexible
t,5,f,Sherburne,Bed and breakfast,Hotel room,2,1,1,2,110,,1,1125,15,f,moderate
f,1,t,Hennepin,House,Private room,1,1,1,1,60,300,1,5,12,f,flexible
t,9,t,Hennepin,House,Entire home/apt,16,1.5,4,5,250,300,2,60,93,t,moderate
f,2,f,Hennepin,House,Entire home/apt,2,1,1,1,89,,1,1125,105,f,flexible
f,1,t,Pierce,House,Private room,2,1,1,1,86,95,1,30,0,t,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,39,,1,1125,0,f,flexible
t,1,t,St. Croix,House,Entire home/apt,10,2.5,5,7,350,300,2,1125,156,f,strict_14_with_grace_period
t,1,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,95,200,3,28,114,t,moderate
t,3,t,Washington,Guesthouse,Entire home/apt,4,1,1,1,150,,1,1125,80,f,flexible
t,5,t,Hennepin,Guest suite,Entire home/apt,4,1,2,3,226,200,1,7,5,f,moderate
f,1,t,Hennepin,Townhouse,Entire home/apt,4,1.5,2,2,79,500,2,1125,28,f,moderate
f,1,t,Hennepin,Condominium,Entire home/apt,4,2,2,2,1800,1000,5,1125,7,t,moderate
t,1,t,Ramsey,House,Private room,2,1,1,1,82,,2,60,89,f,moderate
f,1,t,Hennepin,Condominium,Shared room,1,1,1,1,109,,1,1125,19,f,strict_14_with_grace_period
t,1,t,Scott,House,Entire home/apt,12,4,5,6,395,,3,120,40,f,moderate
t,1,t,Ramsey,House,Private room,2,1,1,1,25,0,1,35,14,f,flexible
f,0,t,Sherburne,House,Private room,2,1,1,1,55,250,2,1125,64,f,moderate
t,2,t,Hennepin,House,Private room,2,1,1,1,65,0,2,30,66,f,moderate
t,1,t,Washington,Guest suite,Entire home/apt,5,1,2,3,99,0,2,1125,63,f,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,60,150,20,1125,24,t,flexible
f,6,t,Hennepin,Apartment,Entire home/apt,4,1,1,4,60,300,1,1125,114,f,moderate
t,2,t,Hennepin,Guest suite,Private room,2,1,1,1,90,1000,1,1125,289,f,strict_14_with_grace_period
t,5,f,Sherburne,Bed and breakfast,Hotel room,3,1,1,2,130,,1,21,13,f,moderate
t,1,t,Hennepin,House,Private room,2,1.5,1,1,60,1000,1,14,21,f,moderate
f,1,t,Wright,House,Entire home/apt,8,4,3,4,400,500,2,1125,1,f,strict_14_with_grace_period
f,1,f,Ramsey,Townhouse,Entire home/apt,5,2,2,3,1500,450,2,60,10,t,moderate
f,2,t,Hennepin,House,Entire home/apt,3,1,1,1,90,0,2,1125,311,f,strict_14_with_grace_period
f,1,t,St. Croix,House,Entire home/apt,6,2,2,2,600,1000,2,1125,3,f,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,1,2,89,500,1,1125,11,f,strict_14_with_grace_period
t,2,t,Hennepin,Guest suite,Entire home/apt,2,2.5,1,1,59,200,1,7,110,t,flexible
t,3,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,79,0,1,1125,481,t,moderate
t,3,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,99,0,1,1125,344,t,moderate
t,0,f,Hennepin,Apartment,Entire home/apt,3,1,1,2,90,200,2,16,186,t,flexible
t,2,t,Hennepin,House,Private room,2,1.5,1,0,84,,2,30,142,t,flexible
t,1,f,Hennepin,House,Private room,2,1,1,2,75,,1,7,29,t,flexible
f,1,t,Hennepin,House,Entire home/apt,6,2,3,4,125,0,2,30,78,f,moderate
t,3,t,Hennepin,House,Entire home/apt,6,1,3,4,120,200,2,16,17,f,moderate
t,1,t,Hennepin,House,Private room,2,1,1,1,59,0,1,1125,149,f,flexible
f,1,f,Hennepin,Apartment,Private room,2,1,1,1,85,,1,1125,0,f,flexible
f,3,t,Ramsey,House,Private room,1,1,1,1,32,200,2,1125,37,f,strict_14_with_grace_period
f,3,t,Ramsey,House,Private room,1,1,1,1,35,200,2,1125,65,f,strict_14_with_grace_period
t,1,t,Dakota,House,Private room,4,1,1,2,56,,2,1125,85,f,moderate
t,6,t,Hennepin,Apartment,Entire home/apt,7,1,3,3,98,300,2,1125,164,t,moderate
t,6,t,Hennepin,Apartment,Entire home/apt,7,1,3,3,123,300,2,1125,148,t,moderate
t,6,t,Hennepin,Apartment,Entire home/apt,7,1,3,3,151,300,2,300,139,t,moderate
t,2,t,Hennepin,House,Private room,2,1,1,1,54,150,1,31,96,f,moderate
f,1,t,Carver,House,Entire home/apt,6,2.5,3,4,699,,10,10,0,t,strict_14_with_grace_period
f,1,f,Wright,Cabin,Entire home/apt,6,1,1,2,257,,4,1125,0,f,flexible
f,1,f,Hennepin,House,Private room,2,1.5,1,1,75,,1,1125,0,f,flexible
f,1,f,Anoka,House,Private room,2,2.5,2,2,50,0,2,180,9,t,strict_14_with_grace_period
f,1,t,Ramsey,Apartment,Entire home/apt,6,1,2,4,89,300,1,1125,26,t,strict_14_with_grace_period
f,4,f,Anoka,House,Private room,3,1,1,3,33,200,2,1125,16,t,strict_14_with_grace_period
t,1,t,Hennepin,Guest suite,Entire home/apt,4,1,2,2,80,,2,1125,157,f,moderate
t,1,t,Hennepin,House,Private room,3,1,1,1,45,150,1,5,97,f,flexible
t,3,f,Ramsey,House,Private room,1,1.5,1,2,30,200,1,1125,3,f,moderate
f,9,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,129,,3,1125,21,t,moderate
t,1,t,Ramsey,House,Entire home/apt,4,1,1,2,70,99,2,1125,70,t,moderate
t,2,t,Hennepin,House,Entire home/apt,4,1,1,1,75,,2,1125,81,f,strict_14_with_grace_period
f,2,f,Hennepin,House,Entire home/apt,6,1,3,3,149,250,2,1125,166,f,strict_14_with_grace_period
f,2,t,Hennepin,House,Private room,2,1,1,1,55,,1,5,96,f,flexible
f,1,t,Wright,House,Entire home/apt,10,3,4,7,400,500,3,1125,17,f,strict_14_with_grace_period
t,1,f,Hennepin,House,Entire home/apt,4,1,2,3,94,100,2,1125,97,t,moderate
f,2,f,Hennepin,House,Entire home/apt,4,1,1,3,99,250,2,1125,123,t,strict_14_with_grace_period
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,2,3,120,400,2,14,183,f,moderate
t,4,t,Hennepin,Apartment,Entire home/apt,6,1,2,2,105,0,1,1125,294,f,moderate
f,1,f,Carver,House,Entire home/apt,8,3.5,3,3,1400,,5,10,0,f,flexible
f,9,f,Hennepin,Apartment,Entire home/apt,2,1,0,1,129,,3,1125,29,t,moderate
f,2,f,Hennepin,House,Private room,2,2,1,1,39,300,28,1125,5,f,strict_14_with_grace_period
f,1,t,Ramsey,House,Entire home/apt,7,1.5,3,3,145,200,1,1125,0,f,strict_14_with_grace_period
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,85,0,2,1125,163,t,moderate
t,5,f,Hennepin,Apartment,Entire home/apt,8,1,3,4,150,400,1,21,278,f,moderate
t,1,t,Ramsey,Guest suite,Entire home/apt,2,1,1,1,90,300,3,1125,117,t,moderate
t,7,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,120,500,3,1125,20,f,flexible
t,2,t,Dakota,House,Entire home/apt,6,2,3,3,195,250,4,28,31,t,strict_14_with_grace_period
t,2,t,Hennepin,House,Private room,2,1,1,1,41,,2,30,122,t,moderate
t,1,t,Washington,House,Entire home/apt,6,2,3,3,200,,2,1125,94,f,flexible
t,2,t,Hennepin,House,Private room,2,2.5,1,1,65,0,1,20,62,f,moderate
t,2,t,Ramsey,House,Private room,2,1,1,1,45,,2,1125,66,f,flexible
f,1,t,Hennepin,House,Private room,4,1,2,2,45,0,2,14,18,t,flexible
f,1,t,Anoka,House,Private room,4,2,1,2,99,0,1,365,0,t,flexible
t,1,t,Ramsey,House,Entire home/apt,7,1.5,3,3,140,200,2,28,84,f,moderate
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,2,70,,2,1125,9,f,flexible
t,1,t,Hennepin,House,Private room,8,1,3,4,100,200,2,1125,84,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,5,1,2,2,200,0,2,90,22,f,strict_14_with_grace_period
t,2,t,Hennepin,House,Private room,1,1,1,1,46,150,1,31,71,f,moderate
t,5,t,Ramsey,House,Private room,1,2,1,1,45,100,3,1125,18,f,strict_14_with_grace_period
t,2,t,Hennepin,House,Private room,2,1,1,2,28,0,1,15,9,f,moderate
f,1,t,Hennepin,House,Entire home/apt,8,2.5,3,5,900,500,3,31,1,f,strict_14_with_grace_period
f,1,t,Ramsey,Apartment,Entire home/apt,4,1,1,2,79,0,3,90,36,f,moderate
f,2,t,St. Croix,Cabin,Entire home/apt,9,3.5,3,4,260,1000,1,365,10,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Private room,4,1.5,2,3,45,100,1,5,105,t,flexible
f,1,f,Ramsey,House,Entire home/apt,4,2,2,2,100,,1,1125,0,f,flexible
f,1,t,Hennepin,Condominium,Entire home/apt,5,2,2,2,999,300,3,1125,0,f,moderate
f,1,t,Ramsey,House,Private room,2,1.5,1,1,180,250,3,1125,1,f,strict_14_with_grace_period
f,2,t,Hennepin,Apartment,Private room,2,1,1,1,50,,2,1125,0,f,flexible
f,2,t,Hennepin,House,Private room,2,1,1,2,50,0,1,1125,26,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,6,1,1,4,95,,30,60,0,f,strict_14_with_grace_period
f,1,f,Chisago,Cabin,Entire home/apt,8,1,3,5,200,500,2,27,4,f,moderate
f,1,t,Ramsey,House,Private room,2,2,1,1,45,,1,3,26,f,moderate
t,2,t,Washington,House,Private room,2,1,1,1,37,0,2,30,75,f,moderate
f,1,f,Ramsey,Apartment,Private room,2,1,1,1,49,,1,1125,3,f,flexible
t,1,t,Hennepin,House,Private room,2,1,1,2,56,,1,1125,184,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,2,1,0,1,99,100,2,18,19,f,strict_14_with_grace_period
f,1,t,Hennepin,Townhouse,Private room,1,1,1,1,45,100,2,1125,26,t,flexible
t,1,t,Hennepin,House,Entire home/apt,5,1.5,3,3,150,1000,2,1125,67,f,strict_14_with_grace_period
f,6,t,Hennepin,House,Private room,2,1,1,1,55,300,1,1125,10,f,moderate
f,1,t,Hennepin,House,Entire home/apt,2,1,1,1,90,100,1,1125,4,t,moderate
f,1,t,Carver,House,Entire home/apt,8,4,5,6,700,500,3,14,1,f,strict_14_with_grace_period
t,1,t,Mille Lacs,House,Entire home/apt,11,2,4,6,200,500,1,1125,35,t,moderate
f,2,f,Hennepin,House,Entire home/apt,6,1,3,4,200,500,2,1125,3,f,moderate
f,6,t,Hennepin,Serviced apartment,Entire home/apt,4,2,2,2,49,0,5,60,2,f,strict_14_with_grace_period
f,2,f,Washington,Apartment,Private room,2,1,0,1,28,200,365,1125,0,f,flexible
t,5,t,Wright,Farm stay,Entire home/apt,4,1,1,2,175,500,2,14,28,f,moderate
f,2,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,100,,2,30,9,f,flexible
f,1,t,Hennepin,House,Private room,1,1,1,1,170,,1,1125,1,f,flexible
f,1,t,Washington,Camper/RV,Entire home/apt,4,0.5,0,2,100,250,2,1125,1,f,flexible
t,1,t,Hennepin,Apartment,Entire home/apt,5,1,3,3,135,1150,3,28,49,f,strict_14_with_grace_period
t,1,t,Dakota,Guest suite,Entire home/apt,6,1,2,2,55,500,2,10,20,f,moderate
f,1,f,Hennepin,House,Private room,1,3,1,7,20,,1,1125,1,f,moderate
f,1,f,Carver,House,Entire home/apt,7,3.5,4,4,1000,,1,1125,0,f,flexible
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,175,,2,1125,148,t,moderate
t,1,t,Hennepin,House,Private room,2,1,1,1,40,,3,90,33,f,strict_14_with_grace_period
f,2,f,Hennepin,House,Entire home/apt,3,1,3,3,135,1000,1,31,21,f,strict_14_with_grace_period
f,9,f,Hennepin,Apartment,Entire home/apt,4,2,2,2,159,,3,1125,23,t,moderate
f,1,f,Hennepin,Townhouse,Entire home/apt,5,1.5,2,2,150,500,2,10,15,f,strict_14_with_grace_period
t,2,t,Hennepin,House,Private room,2,1.5,1,1,84,,2,29,204,t,flexible
t,4,t,Ramsey,Townhouse,Entire home/apt,3,1,1,2,149,300,2,1125,129,f,moderate
f,1,f,Hennepin,House,Entire home/apt,6,2,2,3,500,,3,18,0,t,strict_14_with_grace_period
f,1,f,Carver,House,Entire home/apt,6,2.5,4,4,995,500,3,1125,1,f,flexible
t,1,t,Hennepin,Guest suite,Entire home/apt,2,1,1,1,80,200,2,30,224,f,moderate
f,1,f,Carver,House,Entire home/apt,6,2.5,4,4,2100,1000,5,1125,0,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,1,1.5,1,1,150,,1,1125,0,f,flexible
t,1,f,Hennepin,House,Entire home/apt,5,1,2,3,98,0,2,1125,52,t,moderate
t,0,t,Hennepin,House,Private room,2,1,1,1,25,250,2,31,39,f,moderate
t,5,t,Hennepin,Apartment,Entire home/apt,15,2,5,9,285,300,2,1125,108,f,strict_14_with_grace_period
f,1,f,Carver,House,Entire home/apt,12,4.5,5,5,2143,,14,14,0,f,flexible
f,0,f,Carver,House,Entire home/apt,10,3,4,5,1100,1500,2,10,0,f,strict_14_with_grace_period
t,1,t,Hennepin,House,Entire home/apt,7,1,3,3,250,500,2,60,31,t,moderate
f,1,f,Hennepin,House,Private room,3,1,1,2,145,,1,1125,0,f,flexible
t,4,t,Hennepin,Apartment,Entire home/apt,2,1,1,2,150,,2,1125,145,t,moderate
t,2,f,Washington,House,Entire home/apt,9,2.5,4,6,300,200,3,60,14,t,moderate
t,2,f,Ramsey,House,Private room,2,1,1,1,40,0,2,90,82,t,moderate
f,3,t,Hennepin,House,Private room,2,1,1,1,58,0,4,90,8,f,moderate
f,3,f,Ramsey,House,Private room,4,1.5,2,3,120,,1,1125,3,t,strict_14_with_grace_period
f,2,f,Washington,Townhouse,Private room,1,1.5,1,1,40,,5,1125,16,f,moderate
f,1,t,Anoka,House,Entire home/apt,4,1,2,2,75,2000,180,800,54,f,strict_14_with_grace_period
f,1,f,Wright,House,Entire home/apt,9,2,2,7,400,500,3,30,1,f,flexible
f,1,t,Hennepin,House,Entire home/apt,11,2,4,5,1850,,1,1125,0,f,strict_14_with_grace_period
t,2,t,Ramsey,House,Private room,2,1,1,1,40,,2,1125,52,f,flexible
f,0,f,Ramsey,House,Private room,2,2,1,1,79,0,1,90,0,t,flexible
f,1,f,Ramsey,House,Private room,2,1,1,1,35,,1,1125,0,f,flexible
t,1,t,Hennepin,Apartment,Private room,2,1,1,1,65,0,1,1125,136,f,moderate
t,5,t,Hennepin,Apartment,Entire home/apt,6,1,2,3,130,300,2,1125,61,f,strict_14_with_grace_period
f,1,f,Dakota,House,Entire home/apt,4,2.5,3,3,140,200,3,1125,9,f,moderate
t,2,t,Ramsey,House,Entire home/apt,6,1,2,3,44,,1,1125,270,t,strict_14_with_grace_period
f,1,f,Hennepin,Townhouse,Entire home/apt,4,1.5,2,3,125,0,3,1125,0,t,flexible
f,1,f,Hennepin,Townhouse,Entire home/apt,3,2.5,3,3,445,500,3,21,0,f,flexible
t,1,t,Scott,House,Entire home/apt,12,4.5,6,7,399,1000,3,1125,76,f,moderate
t,3,t,Anoka,House,Private room,2,1,1,1,60,0,2,30,9,f,flexible
f,3,t,Hennepin,Apartment,Entire home/apt,3,1,1,1,119,250,2,7,67,f,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,300,100,3,10,0,t,strict_14_with_grace_period
t,3,t,Anoka,House,Private room,2,3,1,1,64,0,1,31,17,f,flexible
f,1,t,Hennepin,House,Entire home/apt,5,1,2,3,115,3500,1,6,22,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,4,1,2,3,118,,3,90,4,f,strict_14_with_grace_period
f,1,t,Carver,House,Entire home/apt,8,2.5,4,4,999,2000,3,15,0,t,moderate
f,1,t,Hennepin,House,Entire home/apt,10,2,3,4,375,500,2,10,5,f,moderate
t,1,t,Ramsey,House,Private room,2,1.5,1,1,30,0,30,1125,62,f,strict_14_with_grace_period
f,1,f,Carver,Townhouse,Entire home/apt,6,2,3,3,3500,,14,14,0,f,flexible
f,1,t,Carver,House,Entire home/apt,7,3.5,5,5,1000,,4,9,1,f,strict_14_with_grace_period
f,2,f,Hennepin,House,Shared room,2,1,1,1,100,,1,1125,1,f,flexible
t,1,f,Ramsey,Guest suite,Entire home/apt,2,1,1,1,62,200,3,1125,170,t,moderate
f,1,f,Scott,House,Entire home/apt,10,3.5,4,3,1100,,1,30,1,t,flexible
f,1,f,Carver,House,Entire home/apt,8,3.5,4,4,900,2000,4,14,0,f,strict_14_with_grace_period
f,1,t,Scott,Townhouse,Entire home/apt,8,2,2,4,500,500,2,14,0,t,flexible
f,1,t,Hennepin,Apartment,Entire home/apt,3,1,2,2,120,300,3,1125,45,f,flexible
f,1,f,Carver,House,Entire home/apt,7,1,4,4,1500,2000,1,1125,1,f,strict_14_with_grace_period
t,2,f,Hennepin,House,Private room,2,1,1,1,49,,1,29,193,f,flexible
f,1,f,Carver,House,Entire home/apt,8,3.5,4,4,2000,2000,5,9,0,f,moderate
t,2,f,Ramsey,House,Private room,2,1,1,1,38,200,1,1125,162,f,flexible
f,1,t,Hennepin,House,Private room,1,1,1,1,30,,1,1125,0,t,flexible
f,1,f,Carver,House,Entire home/apt,10,4,5,5,1500,,4,1125,0,f,strict_14_with_grace_period
f,1,f,Hennepin,Guest suite,Entire home/apt,2,1,1,1,85,100,2,1125,27,f,moderate
f,1,f,Carver,House,Entire home/apt,6,2.5,3,3,2000,,4,9,0,f,flexible
t,9,t,Hennepin,House,Private room,2,1.5,1,1,40,100,30,1000,16,f,moderate
t,9,t,Hennepin,House,Private room,2,1.5,1,1,45,100,30,120,23,f,moderate
f,1,t,Ramsey,Condominium,Private room,2,1,1,1,60,,1,5,0,f,flexible
f,1,t,Carver,Townhouse,Entire home/apt,4,1,2,2,375,,1,1125,1,f,strict_14_with_grace_period
t,5,t,Ramsey,House,Private room,1,1,1,1,55,100,5,1125,9,f,strict_14_with_grace_period
f,1,f,Carver,House,Entire home/apt,8,3.5,4,4,1500,2000,1,1125,0,f,flexible
f,1,t,Hennepin,House,Private room,2,1,1,1,165,0,3,14,8,f,strict_14_with_grace_period
f,1,t,Carver,House,Entire home/apt,8,2.5,4,4,1200,1200,4,1125,0,f,moderate
f,1,t,Carver,House,Private room,2,1,1,1,99,,4,1125,0,f,strict_14_with_grace_period
t,1,f,Washington,House,Entire home/apt,5,1,2,3,159,500,2,1125,28,f,moderate
f,1,f,Dakota,House,Private room,2,1,1,1,45,,1,1125,0,f,flexible
f,1,t,Scott,House,Entire home/apt,8,3,3,4,2500,3000,1,1125,0,f,strict_14_with_grace_period
f,1,f,Hennepin,Townhouse,Entire home/apt,4,1.5,2,2,400,,1,1125,1,f,flexible
f,1,f,Hennepin,Apartment,Entire home/apt,2,1,1,1,50,,1,1125,0,f,flexible
f,1,t,Ramsey,House,Entire home/apt,7,2,4,5,90,200,7,1125,5,f,moderate
t,2,t,Hennepin,House,Private room,4,1,1,2,78,500,2,90,126,f,moderate
t,1,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,100,400,18,1125,17,f,moderate
t,2,f,Ramsey,House,Private room,1,1,1,1,34,,1,1125,154,f,flexible
t,2,t,Carver,Apartment,Entire home/apt,4,1,1,3,115,1000,2,14,78,f,strict_14_with_grace_period
f,1,t,Hennepin,Condominium,Entire home/apt,3,1,2,1,70,150,3,30,17,f,strict_14_with_grace_period
f,1,f,Carver,House,Entire home/apt,10,3.5,5,5,1400,,7,1125,0,f,flexible
t,1,t,Hennepin,Apartment,Entire home/apt,4,1,2,2,125,100,1,30,129,t,flexible
f,1,t,Hennepin,House,Entire home/apt,8,3,3,4,219,500,3,1125,6,f,moderate
f,1,f,Carver,House,Entire home/apt,8,3,4,5,1550,2000,7,9,0,f,strict_14_with_grace_period
t,1,f,Washington,House,Private room,2,1.5,1,1,80,0,1,4,64,f,flexible
f,1,f,Carver,House,Entire home/apt,6,2.5,3,4,279,1000,2,1125,8,f,flexible
t,1,t,Hennepin,Guesthouse,Entire home/apt,4,1,1,2,125,0,2,30,121,t,flexible
f,17,t,Hennepin,Apartment,Entire home/apt,4,1,1,2,100,0,2,1125,16,f,strict_14_with_grace_period
f,1,f,Ramsey,Apartment,Entire home/apt,5,1,3,3,100,,1,1125,5,f,flexible
f,1,f,Hennepin,House,Entire home/apt,8,2,4,6,500,,1,1125,11,f,flexible
f,1,f,Hennepin,House,Entire home/apt,10,4,5,4,1250,,1,1125,0,f,flexible
t,3,t,Hennepin,House,Private room,2,1,1,1,33,0,1,75,209,t,moderate
f,1,f,Ramsey,House,Private room,1,1,1,1,53,,2,30,25,f,flexible
t,4,t,Ramsey,House,Private room,2,1,1,1,80,,1,1125,51,f,moderate
t,1,t,Ramsey,House,Private room,2,1.5,1,1,33,200,2,30,130,f,strict_14_with_grace_period
t,6,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,100,150,2,1125,145,t,moderate
f,1,t,Hennepin,House,Entire home/apt,6,1.5,3,3,99,0,1,14,4,f,moderate
t,1,t,Hennepin,House,Entire home/apt,4,1,1,2,65,,1,1125,215,f,moderate
f,1,t,Hennepin,House,Private room,2,1,1,1,120,,2,30,2,t,flexible
t,4,f,Hennepin,House,Private room,2,1,1,1,35,,1,90,115,t,moderate
t,2,t,Carver,House,Private room,2,1,1,1,40,,1,1125,270,f,flexible
f,1,t,Hennepin,House,Entire home/apt,7,4,4,6,275,150,3,1125,56,t,strict_14_with_grace_period
f,2,t,Hennepin,Apartment,Shared room,1,1,1,1,60,,1,7,54,f,strict_14_with_grace_period
f,1,f,Wright,House,Entire home/apt,10,2.5,4,3,1200,,1,29,0,f,flexible
